selected_text,sentiment
ah well ll see if can find later in the week am tempted to look at leica this week lol we could go check it out,0
babe aint been reading my tweets my phone has fallen apart my new on comes nxt wk the track ball keeps fallin out my phone,0
hhahaa its well strange just woke up to an empty house ahah lolllllyyyyyyyy love that,0
bloody,1
make me tea,0
classes bout to make sum breakfast,0
itchy,1
sports car curb flat tire,0
good,2
omnomnom just came online to unread emails as well as my backlog from yesterday,0
much better cook,2
enjoy,2
great,2
yaay like it love,2
waste,1
yeah it totally sucks hate not being able to breathe thanks for the ff,0
accidentally,1
thanks you so much,2
sad me,1
happy mother day,2
sucks,1
no do better with people don know you re going to chiodos tonight right just kill something for me,0
while im stuck inside in elk grove village working all day someone should enjoy it,0
please feel free to watch and enjoy,2
nice,2
who think is very smart,2
it looks amazi,2
yeah twitter is lot of fun babe especially when you ve got ppl to talk to lol that sounds goooooood lol,2
loveeee,2
so grateful,2
call me when you have time and good phone wanna catch up with you love you and miss you,0
has heart burn,1
thanks to you th,2
even if was drunk think about using fake temporary mail address,0
happy,2
luv,2
just touched down in changi hrs to kill before heading to penang must fly singapore air more often,0
afraid,1
wow have no friends on twitter,0
hard,1
positivity is doin me good change it up won regret it forsure,2
my friend sent call bck messages dunno if you could reply but she has no credit thts all,0
love,2
laughing,2
when leaving the shops had medium light coffee frappuccino nom nom nom,0
ve become poor again,1
uploading pictures on myspace,0
but it was kinda funny sorry ur still my favorite tho,0
worth,2
no internet there,1
awesome,2
lol clever extremely jealous of the amount of followers you have only have,0
loosing,1
think your friend is thinking of jonathan not danny,0
nice we,2
happy momma day all,2
just got back from donating blood,0
tired,1
please,2
painful,1
another purse need to see photos,0
aw toy story is coming out next year,2
not leaving yet,0
happy,2
monumental,2
what nooooooooo there goes my week,0
good days with good friends ma,2
miss yall,1
omg would sooooo make dis show number one,2
listening to dashboard confessional counting down the days until the concert on may th with,0
all alone,1
interesting,2
aaawww no worries,2
fun,2
nice to have you back,2
too slow too big get car sick motorbikes are much much much more fun,0
well it not done yet more thing left huaaahhhhh jupaa resaaaa awas kaliaaannn,0
hahahah yeah you re right plus twitteraddict so you ll find me here all well almost day most likely,0
enjoy the coffee,2
omg evie we have to do our plan for hot tomorrow night,0
sad,1
and freakin miss anthony ugh today kinda sucks,1
my little felted thing looks like an incestuous by product of two of your lovelies,2
super sad,1
breaks my heart,1
thanks,2
am jealous ur koi fish are getting ur attention not lmao kidding,0
terrible,1
happy mothers day,2
happy,2
happy,2
is wondering what did to get on the do not respond list,0
jaydiohead no karma musicmonday this is not the android was looking for but it ll do,0
am ok think will just take the attitude that mothers day is an invented hallmark holiday from now on,0
problem,1
happy,2
at bus boys and poets ordering medici and white chocolate banana bread pudding,0
now lets do funkey stuff talking with magento through xmlrpc with codeignite and output with amf zend to flash,0
thanks,2
expensive,1
thatd be likely bein that lived on campus ha just moved back to the cov,0
msn ing no school shouldn there be more bank holidays,2
oh no hugs,0
time flies and never got it all right why oh why,0
so sorry,1
awesome,2
hugs,2
you have no interview today,0
is sad th,1
date movie with nate most likely wolverine,0
poor,1
she is beautiful but don feel badly some neaby grans see grandkids about the same amt can go to them out of luck,0
can work that one out pain in the them spammers,1
he wasn there today my free day from when the bell rang and wen it rang at the end was okayy but after,0
hate the internet when will people learn native widgets are always best,0
love my brother he my best friend,2
it totally gutted,1
don think like,1
he didn know there was going to be test,0
need to get tickets though idk how that is gonna happen,0
safari beta os is in crash loop on startup back to non cookie saving firefox,0
tan,1
as opposed to twitter where all we can do is talk to people sl is fun already have way too many ways to distract myself,2
wants tfa back,0
still on the train goin the southside,0
the chances of us falling in love are getting fewer and fewer,1
coffee time be back later kisses,0
thanks,2
fusterated,1
gob smacked by how good our presentation was,2
awesome,2
afraid,1
wish could play guitar my guitar got few christmas ago is collecting dust need to learn haha,0
when balancing chair on my chin in the sixth form common room got nothing but sneers hung those balls up for good,2
but talking to the boy first,0
how come you dont think you did good,0
bad,1
jealous,1
niceee,2
saying my goodbye to my car for the next weeks gonna miss it its going to come back beautiful though,0
out with audrey,0
so jealous,1
ill,1
me neither but it no longer about what we want it about fairness and fairness is whatever government says it is,0
might really have to join,2
should post some photos of my robots ok offline for hours now ttfn oh so im,0
joke,2
wont mind sharing,2
poor thing,1
such nasty display picture,1
nice,2
in math class waiting for lunchhhhhhhh seniors are done in fifteen minutes,0
thanks scared of dentists looks like am going to have to get over it and go,2
having fever,1
who not here be glad ur sso luckyyyyyyy hate home not enduring dis,0
sick feel like jello can talk and delirious,1
it teddy chucking time,1
great,2
it wasn all that great but channing tatum is amazing,0
thanks for your reply,2
miss my lappy,1
sux,1
definitely,2
good,2
sick,1
my arms hurt,1
definitely the best of ebm,2
so hungry,1
oh no,1
my throat is on fire,0
miss cauzinhoooo already,1
feel free,2
since part of your job is predicting what will happen on the golf course what are you going to shoot,0
what kind of food celli following you now,0
just want this whole day to hurry up,0
oh yes think almost every tuesday in june which dresss just bought one then felt guilty and took it back,0
sorry,1
lllooovvveee icarly,2
aye may the th be with you,0
the suns starting to go in im getting coldddd,0
on my way to dazzle bar,0
lol thought we was suppose to guess tried tho lolol,0
thanks for all the comments,2
going to jog down to uni quite way from my family home but exercise and all that,0
missed,1
glad to see the sun out in dublin after great week,2
yes not for putting inside anything else,0
you are so weird,1
had an awsome salad,2
so cute,2
haha tried covering it with make up it doesn work lol so wearing scarf is the way to go,0
what am gonna do when my iphone is full,0
hurts,1
lost,1
hahah,2
dan so funny,2
hope your day gets better soon,2
thanks,2
is tired but happy the orphanage was wow and babysitting was really fun,0
urgh,1
my car wont start,1
couple days sheeeeit wish were there have something at cafe claude for me,0
canceled,1
does it work on the iphone as my macbook is flat,0
adorable,2
can be on your favorite producers list lol,2
you know we do,0
wants this summer to actually have some sun in it,0
love to,2
the people get so much meaner to you,1
problem,1
what beautiful morning,2
faillllllllll,1
contentment,2
my hero,0
don think ve ever been up this early on sunday in while meanwhile the bigweekend awaits,0
feel like taking day off but cannot afford it looking forward to the dfb cup final tmrw night though go werder,0
yup that dianne and claudia dianne is new to tweetville claudia has been on while but not active here,0
hurt to,1
were have you been,0
sadly,1
yeah yeah yeahs softshock,0
we ll watch wait tomorrow can take anyone who needs to the dr having to take everyone else cheeks ears red as my hair,0
yeaaa just got the link off his lj,0
